step,loss
0,2.856815815
50,1.001475096
100,0.887242079
150,0.911404133
200,0.871354222
250,0.863375545
300,0.860697210
350,0.862623572
400,0.859463930
450,0.858332574
500,0.858409882
550,0.853621066
600,0.845341980
650,0.834013700
700,0.808007300
750,0.775145948
800,0.736466050
850,0.684329271
900,0.639421582
950,0.601683676
1000,0.574437976
1050,0.544065118
1100,0.512158036
1150,0.481404364
1200,0.458474904
1250,0.442012519
1300,0.415174514
1350,0.429019332
1400,0.393187463
1450,0.371886939
1500,0.350397587
1550,0.331847191
1600,0.320642203
1650,0.310951740
1700,0.308397472
1750,0.308887929
1800,0.315625072
1850,0.371538609
1900,0.293060333
1950,0.292962193
2000,0.297480434
2050,0.314168543
2100,0.286277443
2150,0.281565219
2200,0.282269001
2250,0.287494361
2300,0.281323254
2350,0.280549377
2400,0.276495963
2450,0.276161283
2500,0.346698701
2550,0.272046119
2600,0.271674216
2650,0.274671435
2700,0.270502210
2750,0.272397041
2800,0.269631147
2850,0.269783884
2900,0.288359553
2950,0.267686456
3000,0.268561631
3050,0.268454671
3100,0.267704338
3150,0.267185628
3200,0.267628163
3250,0.266218305
3300,0.266709596
3350,0.266615421
3400,0.266353190
3450,0.266093135
3500,0.265983433
3550,0.266005844
3600,0.265879244
3650,0.265525341
3700,0.265511185
3750,0.313633472
3800,0.265556484
3850,0.265074790
3900,0.265626341
3950,0.265398115
4000,0.265289128
4050,0.264927685
4100,0.265277565
4150,0.265061826
4200,0.265147150
4250,0.264990538
4300,0.264794707
4350,0.264937431
4400,0.264770925
4450,0.264781386
4500,0.264979392
4550,0.264727592
4600,0.264613330
4650,0.264667004
4700,0.264429510
4750,0.264587402
4800,0.264570087
4850,0.264589876
4900,0.264448702
4950,0.264644504
5000,0.264632225
5050,0.264207482
5100,0.264538556
5150,0.264260739
5200,0.264322191
5250,0.264458567
5300,0.264335334
5350,0.264279515
5400,0.264233381
5450,0.264309496
5500,0.264313072
5550,0.264344603
5600,0.264184713
5650,0.264494419
5700,0.264081299
5750,0.264180183
5800,0.264106333
5850,0.264154077
5900,0.264088362
5950,0.264099926
6000,0.264196068
6050,0.264174640
6100,0.263936371
6150,0.264116406
6200,0.264067709
6250,0.264194310
6300,0.263994396
6350,0.264017999
6400,0.264191926
6450,0.264012337
6500,0.264024764
6550,0.264148623
6600,0.264065474
6650,0.264003843
6700,0.264040649
6750,0.263957441
6800,0.263869971
6850,0.263974220
6900,0.263947457
6950,0.263891637
7000,0.264013916
7050,0.263907641
7100,0.263983965
7150,0.263968855
7200,0.263904810
7250,0.263903826
7300,0.263971627
7350,0.263990313
7400,0.263894737
7450,0.263910055
7500,0.263888240
7550,0.263878018
7600,0.263910830
7650,0.263910949
7700,0.263838291
7750,0.263867319
7800,0.263776332
7850,0.263803154
7900,0.263783425
7950,0.263873070
8000,0.263853878
8050,0.263786972
