step,train_loss,val_loss
0,2.802235287,2.754765194
50,1.985305248,1.971363603
100,1.699923536,1.692495009
150,1.517340163,1.510730723
200,1.405313907,1.405421911
250,1.325814341,1.370527004
300,1.237084684,1.228727278
350,1.175593656,1.172766846
400,1.148003738,1.149080794
450,1.130497792,1.131665566
500,1.129302200,1.110209044
550,1.072965604,1.079318625
600,1.060923576,1.057078122
650,1.060668897,1.060111236
700,1.034600883,1.034966140
750,1.099139105,1.066218745
800,1.029653652,1.029181107
850,1.050014542,1.050979303
900,1.059921630,1.035518177
950,1.021885871,1.021280645
1000,0.986121473,0.984116134
1050,1.011460947,1.009656476
1100,1.002316271,1.003911470
1150,0.999166056,1.003367170
1200,1.001083156,1.000449260
1250,1.000442912,1.000702013
1300,0.998107608,0.997153338
1350,0.982224753,0.981303504
1400,1.002857386,1.001269935
1450,0.977587044,0.979962885
1500,0.989669296,0.993758532
1550,0.991238451,0.999658441
1600,0.992779447,0.994516445
1650,1.009694488,1.012588711
1700,0.974155073,0.973525708
1750,0.985566846,0.989100567
1800,0.987290837,0.990205027
1850,0.980951354,0.984185025
1900,0.972891245,0.976341818
1950,0.981808401,0.986059046
2000,0.969241984,0.973317214
2050,0.969747413,0.974185873
2100,0.992569800,1.009221907
2150,0.985168327,0.990495372
2200,0.981597936,0.987445271
2250,0.988040756,0.997900974
2300,0.971647005,0.974272053
2350,0.969301192,0.977000443
2400,0.968857083,0.976292286
2450,0.965258683,0.973421181
2500,0.966489102,0.977014269
2550,0.981886033,0.991936210
2600,0.951448505,0.960980242
2650,0.970595557,0.980136472
2700,0.964999166,0.974465516
2750,0.965227740,0.980524915
2800,0.953955712,0.965286793
2850,0.937610351,0.949600064
2900,0.941726567,0.954364242
2950,0.941585706,0.953147398
3000,0.966701811,0.981562263
3050,0.951683171,0.967128463
3100,0.956525036,0.971612819
3150,0.942885359,0.958270569
3200,0.943924287,0.961212793
3250,0.958751307,0.975353406
3300,0.954417979,0.971958434
3350,0.954014458,0.972095587
3400,0.957783495,0.968986724
3450,0.941242474,0.958476979
3500,0.930794701,0.948566601
3550,0.942719240,0.961321432
3600,0.921807991,0.939426468
3650,0.939126616,0.958623534
3700,0.924403589,0.943352204
3750,0.916252485,0.938683442
3800,0.912480222,0.930205034
3850,0.928010711,0.948336491
3900,0.930956448,0.949889088
3950,0.930356890,0.948716968
4000,0.944375294,0.963970143
4050,0.908115902,0.928553918
4100,0.913285622,0.932735333
4150,0.911255712,0.932266707
4200,0.935567186,0.957614348
4250,0.915562394,0.938939396
4300,0.902954997,0.925056161
4350,0.903319499,0.927136323
4400,0.902939748,0.926360857
4450,0.911566633,0.936455864
4500,0.906261328,0.930997792
4550,0.917169518,0.942190534
4600,0.880937210,0.906703345
4650,0.916602152,0.943088728
4700,0.888679713,0.915290624
4750,0.886720932,0.914884186
4800,0.893337136,0.920496827
4850,0.871435033,0.898013817
4900,0.899324618,0.928872548
4950,0.899402280,0.927920301
5000,0.895257903,0.923211528
5050,0.878861475,0.907678175
5100,0.883067491,0.912020090
5150,0.897640475,0.927182087
5200,0.898249619,0.928589277
5250,0.889268400,0.919016363
5300,0.874463254,0.904198044
5350,0.887183604,0.918759463
5400,0.889659829,0.921715863
5450,0.902279456,0.934755821
5500,0.889701285,0.923383512
5550,0.874413684,0.906613604
5600,0.879755031,0.916535746
5650,0.868012292,0.902984960
5700,0.880626305,0.916057154
5750,0.862713993,0.898343623
5800,0.865808542,0.901718016
5850,0.855726073,0.887953529
5900,0.882713019,0.918981313
5950,0.881654461,0.918305953
6000,0.877807545,0.915655123
6050,0.887504336,0.924610195
6100,0.884378275,0.921303948
6150,0.870696845,0.907567801
6200,0.877844011,0.916810131
6250,0.870501450,0.910195699
6300,0.873212443,0.913204895
6350,0.881625280,0.918575809
6400,0.863684277,0.903351049
6450,0.857697363,0.895130927
6500,0.863521912,0.903893389
6550,0.864205650,0.904726020
6600,0.865275107,0.908750675
6650,0.861441289,0.905115340
6700,0.853236610,0.895713026
6750,0.854179645,0.895032013
6800,0.836501851,0.877930178
6850,0.855073693,0.896703782
6900,0.860904490,0.902903413
6950,0.847539226,0.890432397
7000,0.848218185,0.890724045
7050,0.861906159,0.904010641
7100,0.854573218,0.896940915
7150,0.844209381,0.888399370
7200,0.848989972,0.892678090
7250,0.863539641,0.907953982
7300,0.854327751,0.901104702
7350,0.842556849,0.890471533
7400,0.856329701,0.901061676
7450,0.840956773,0.886844422
7500,0.849046723,0.893452303
7550,0.859392002,0.900566235
7600,0.843466773,0.887881353
7650,0.861849320,0.908276629
7700,0.850579569,0.892430792
7750,0.862970619,0.909681349
7800,0.841738772,0.889633787
7850,0.837112010,0.885359407
7900,0.836000968,0.884109784
7950,0.831084206,0.880574121
8000,0.832469581,0.887845694
8050,0.831235090,0.879883089
8100,0.829602010,0.882734246
8150,0.851446966,0.901817421
8200,0.828002855,0.879380747
8250,0.841319797,0.890163420
