step,train_loss,val_loss
5850,0.868725300,0.900952756
5900,0.863854945,0.900123239
5950,0.863134146,0.899785638
6000,0.862052262,0.899899840
6050,0.860684037,0.897789896
6100,0.859464705,0.896390378
6150,0.860559404,0.897430360
6200,0.857142627,0.896108747
6250,0.855988920,0.895683169
6300,0.855584800,0.895577252
6350,0.856675148,0.893625677
6400,0.852825940,0.892492712
6450,0.853228331,0.890661895
6500,0.851251364,0.891622841
6550,0.852498472,0.893018842
6600,0.850901902,0.894377470
6650,0.848513842,0.892187893
6700,0.849026620,0.891503036
6750,0.847039342,0.887891710
6800,0.845521510,0.886949837
6850,0.845397830,0.887027919
6900,0.844797671,0.886796594
6950,0.842445731,0.885338902
7000,0.842268050,0.884773910
7050,0.841581464,0.883685946
7100,0.841257572,0.883625269
7150,0.838728011,0.882918000
7200,0.839535654,0.883223772
7250,0.838398159,0.882812500
7300,0.839037299,0.885814250
7350,0.836067021,0.883981705
7400,0.836116850,0.880848825
7450,0.834113061,0.880000710
7500,0.835715413,0.880120993
7550,0.838918567,0.880092800
7600,0.835588992,0.880003572
7650,0.833975554,0.880402863
7700,0.837798655,0.879649878
7750,0.830056727,0.876767457
7800,0.829127073,0.877022088
7850,0.828246176,0.876493573
7900,0.827330053,0.875438869
7950,0.826124072,0.875613987
8000,0.829655230,0.885031343
8050,0.825455666,0.874103665
8100,0.825091660,0.878223896
8150,0.824475646,0.874846101
8200,0.823946953,0.875324845
8250,0.823279142,0.872122765
8300,0.822016954,0.871889532
8350,0.824043572,0.872763515
8400,0.821596384,0.873078167
8450,0.822201550,0.872417390
8500,0.819077671,0.870798290
8550,0.818222880,0.870828032
8600,0.819204032,0.871812701
8650,0.817579031,0.870039165
8700,0.816985607,0.869838893
8750,0.820166945,0.870405972
8800,0.818739891,0.871234238
8850,0.816834927,0.869830430
8900,0.819842756,0.868043900
8950,0.814153075,0.868749559
9000,0.813167274,0.867673874
9050,0.813900888,0.866946876
9100,0.813535988,0.867702663
9150,0.812271178,0.868125856
9200,0.812159598,0.867195368
9250,0.812690079,0.869246125
9300,0.809514105,0.866939425
9350,0.809839666,0.868463755
9400,0.808115900,0.865998924
9450,0.810341656,0.865848184
9500,0.808859527,0.867232025
9550,0.808230579,0.866483986
9600,0.807115078,0.866037428
9650,0.807692766,0.868128896
9700,0.804973960,0.866532862
9750,0.805473506,0.865753412
9800,0.811659932,0.866545498
9850,0.806477308,0.867051125
9900,0.803621054,0.864052534
9950,0.804664612,0.866012692
10000,0.803736031,0.864821315
10050,0.802497029,0.865052760
10100,0.802167296,0.864512861
10150,0.806623995,0.868174732
10200,0.800757587,0.863193929
10250,0.803200603,0.866858780
10300,0.804084778,0.863979816
10350,0.801958144,0.865584910
10400,0.798342288,0.864352465
10450,0.808050334,0.877153099
10500,0.797673881,0.864205658
10550,0.799308002,0.864795148
10600,0.811296225,0.869871497
10650,0.800785303,0.863308549
10700,0.795997679,0.862450659
10750,0.797556877,0.864860773
10800,0.796845913,0.863748968
10850,0.798853219,0.866007030
10900,0.809762120,0.874498487
10950,0.802515507,0.861903429
11000,0.795070827,0.863448560
11050,0.795328259,0.862922609
11100,0.795894623,0.863185108
11150,0.795318365,0.863794982
11200,0.793560147,0.864127040
11250,0.792623222,0.862703562
11300,0.794735610,0.869350791
11350,0.794310331,0.864753783
11400,0.794105887,0.863643765
11450,0.795907497,0.863229990
11500,0.790645778,0.863860428
11550,0.790282369,0.866350591
11600,0.793740451,0.865177929
11650,0.789700449,0.864210784
11700,0.791174233,0.867432177
11750,0.790532649,0.864131868
11800,0.799932897,0.869730890
11850,0.791176140,0.867224038
11900,0.790743351,0.873657703
11950,0.790256381,0.866702616
12000,0.788424611,0.867278874
12050,0.790051281,0.867956579
12100,0.794282556,0.872691631
12150,0.787376940,0.866139531
12200,0.787912726,0.865100443
12250,0.790471137,0.868183792
12300,0.786398411,0.865758657
12350,0.787379146,0.867320836
12400,0.786062479,0.865430415
12450,0.785155594,0.865876377
12500,0.794848382,0.872564852
12550,0.785673857,0.867009163
12600,0.810497999,0.870049238
12650,0.786892891,0.869839251
12700,0.784168243,0.865956604
12750,0.786830783,0.870164454
12800,0.794977367,0.871584415
12850,0.785619736,0.867818952
12900,0.783390999,0.866799593
12950,0.784837961,0.865836859
13000,0.814321399,0.872354746
13050,0.783534944,0.867235959
13100,0.784280837,0.867759228
13150,0.786763310,0.868017793
13200,0.794358075,0.874605834
13250,0.791732669,0.892371356
13300,0.784580648,0.871778727
13350,0.784798443,0.867736816
13400,0.781574309,0.871498287
13450,0.780381620,0.871097028
13500,0.781574547,0.869369090
13550,0.779980838,0.867644727
13600,0.783330142,0.867290139
13650,0.779129565,0.866931617
13700,0.782584608,0.867372990
13750,0.779596746,0.866743267
13800,0.781049848,0.868926227
13850,0.779034853,0.867308140
13900,0.785968661,0.869584680
13950,0.778818905,0.868029118
14000,0.787912250,0.879003465
14050,0.782922029,0.879999578
14100,0.781318188,0.868793488
14150,0.777863503,0.870084703
14200,0.782426536,0.882812619
14250,0.783159137,0.869207382
14300,0.777317345,0.870771468
14350,0.779411495,0.869490266
14400,0.783755243,0.868961751
14450,0.778574586,0.870862365
14500,0.775716364,0.869179487
14550,0.775758922,0.869394481
14600,0.780789256,0.868531168
14650,0.776495278,0.869606793
14700,0.776571870,0.871441543
14750,0.778572440,0.872741282
14800,0.774568319,0.870092034
14850,0.774744332,0.869899690
14900,0.774304271,0.868823290
14950,0.782559454,0.872637749
15000,0.774635851,0.870289624
15050,0.777880490,0.885244191
15100,0.777528226,0.871265531
15150,0.777910292,0.871706724
15200,0.774408281,0.870126188
15250,0.772888601,0.868992269
15300,0.807854950,0.875571549
15350,0.772879839,0.870744228
15400,0.773030639,0.871597886
15450,0.783038795,0.874212205
15500,0.789626002,0.874244094
15550,0.774354279,0.871407032
15600,0.771265149,0.871236682
15650,0.772123039,0.873229980
15700,0.771307468,0.870297134
15750,0.771287978,0.870665431
15800,0.771241784,0.871512234
15850,0.778751910,0.870931625
15900,0.772189677,0.870864034
15950,0.771211505,0.872748077
16000,0.774029136,0.872028828
16050,0.772459567,0.874516606
16100,0.778172493,0.880815923
16150,0.776231468,0.869964421
16200,0.771532595,0.873021007
16250,0.770215511,0.874463856
16300,0.772977233,0.882514179
16350,0.773205280,0.883096874
16400,0.778139889,0.872831762
16450,0.770842195,0.872233927
16500,0.768777490,0.872026801
16550,0.775953650,0.872813404
16600,0.770326555,0.875370383
16650,0.773022592,0.872924864
16700,0.772614121,0.872615993
16750,0.782837749,0.892895460
16800,0.771819830,0.873234630
16850,0.770295203,0.875205100
16900,0.768913329,0.872347891
16950,0.768374324,0.872795761
17000,0.768007278,0.873953760
17050,0.773833275,0.874780118
17100,0.782066286,0.877717674
17150,0.793986142,0.900743544
17200,0.773498416,0.894097686
17250,0.766273081,0.874540627
17300,0.773144007,0.881744683
17350,0.768930316,0.877596915
17400,0.766303122,0.873775601
17450,0.802046716,0.880283475
17500,0.766039610,0.878125906
17550,0.771883070,0.874252319
17600,0.768374026,0.874777138
17650,0.765864968,0.875493765
17700,0.765413940,0.874295950
17750,0.765957892,0.873564184
17800,0.769631982,0.875557303
17850,0.765554786,0.875234485
17900,0.792572677,0.877558470
17950,0.775773048,0.885975957
18000,0.764431179,0.874486864
18050,0.783683717,0.885420620
18100,0.790399730,0.893566608
18150,0.766756594,0.887126148
18200,0.765285015,0.875057578
18250,0.766424537,0.874056220
18300,0.765632033,0.875960052
18350,0.763665915,0.876839995
18400,0.770052314,0.877869844
18450,0.769387841,0.876043975
18500,0.771080256,0.878124535
18550,0.764684439,0.880971491
18600,0.776074946,0.875482202
18650,0.764891028,0.878236711
18700,0.763087094,0.875454485
18750,0.775385439,0.882685602
18800,0.763737619,0.876779437
18850,0.763547182,0.874944925
18900,0.768099368,0.877245188
18950,0.764021635,0.878929675
19000,0.763034821,0.876850367
19050,0.762135863,0.877370358
19100,0.761473596,0.878461957
19150,0.762547314,0.879752815
19200,0.767745972,0.887349010
19250,0.765346766,0.877543390
19300,0.762489438,0.878784895
19350,0.761326551,0.878024101
19400,0.782978117,0.923798859
19450,0.760832787,0.878717363
19500,0.788208544,0.899188280
19550,0.770491421,0.889247775
19600,0.764982283,0.878012598
19650,0.761293769,0.880576372
19700,0.763180375,0.881191015
19750,0.761548400,0.883807361
19800,0.762842655,0.881928563
19850,0.760985255,0.881330013
19900,0.760833263,0.881339550
19950,0.760707140,0.878825724
20000,0.762750506,0.879875898
20050,0.760354698,0.880959809
20100,0.765166283,0.887905955
20150,0.760610640,0.881779671
20200,0.761653304,0.894385159
20250,0.759336054,0.883183420
20300,0.761589468,0.885532320
20350,0.760953069,0.883132577
20400,0.760082424,0.880665183
20450,0.767881632,0.884757280
20500,0.764758587,0.882109642
20550,0.766775250,0.882853448
20600,0.763431668,0.882475972
20650,0.759695947,0.882010043
20700,0.758661330,0.883770227
20750,0.766085267,0.882699907
20800,0.760786831,0.883177996
20850,0.757937074,0.884847224
20900,0.761913180,0.885381043
20950,0.760931134,0.883619010
21000,0.758934677,0.885238945
21050,0.757716358,0.885050416
21100,0.758039176,0.883904219
21150,0.776439190,0.898683310
21200,0.767962575,0.894975841
21250,0.761365592,0.886156082
21300,0.759532571,0.885184586
21350,0.761678636,0.889225721
21400,0.758955300,0.885311663
21450,0.757720888,0.887384415
21500,0.757113278,0.886892021
21550,0.761900902,0.895410419
21600,0.757543027,0.888323903
21650,0.766499877,0.896441698
21700,0.767244518,0.888389289
21750,0.767657936,0.886556149
21800,0.761561930,0.892076373
21850,0.758171082,0.887528777
21900,0.760736525,0.885599852
21950,0.766625226,0.887528002
22000,0.768815517,0.887184143
22050,0.759602547,0.890407562
22100,0.756928384,0.889615178
22150,0.758290529,0.890089512
22200,0.756232321,0.888208389
22250,0.765482366,0.902468324
22300,0.758508742,0.891536832
22350,0.756724954,0.889619231
22400,0.784472942,0.897317231
22450,0.760440350,0.901791215
22500,0.759086370,0.889018774
22550,0.757995009,0.889631748
22600,0.761693418,0.887271225
22650,0.757031024,0.891146064
22700,0.756059349,0.891636550
22750,0.760666549,0.902765751
22800,0.759405077,0.889284909
22850,0.757735252,0.895299852
22900,0.756444395,0.891422153
22950,0.755936503,0.888915658
23000,0.755060196,0.892763674
23050,0.754586101,0.892810166
23100,0.800565720,0.901895225
23150,0.760921419,0.903806508
23200,0.759890139,0.891091228
23250,0.759128869,0.890420616
23300,0.755665123,0.900998473
23350,0.772091269,0.897325575
23400,0.771099448,0.906971693
23450,0.778268576,0.894118726
23500,0.767539442,0.892496705
23550,0.754219115,0.894228280
23600,0.753557205,0.895955145
23650,0.753660083,0.894658625
23700,0.756385624,0.894594252
23750,0.755750597,0.896084607
23800,0.754720271,0.897048771
23850,0.754138887,0.897333384
23900,0.753933609,0.897034109
23950,0.753056109,0.897162974
24000,0.763402522,0.905196846
24050,0.756483972,0.899577141
24100,0.757931828,0.894296467
24150,0.754196942,0.899159014
24200,0.752954960,0.900708139
24250,0.752586067,0.897626102
24300,0.755120039,0.898579061
24350,0.753074527,0.897969425
24400,0.752780318,0.899328589
24450,0.752688527,0.900460422
24500,0.759121001,0.901507020
24550,0.754669666,0.896854937
24600,0.755619049,0.900364101
24650,0.753553212,0.897155166
24700,0.753659964,0.899789751
24750,0.753702044,0.898809731
24800,0.752357900,0.901218891
24850,0.751814604,0.900622845
24900,0.751925409,0.900555134
24950,0.752288103,0.902537227
25000,0.751314521,0.903568923
25050,0.809276342,0.919652104
25100,0.751162350,0.901088357
25150,0.768996477,0.903119981
25200,0.755307376,0.910754800
25250,0.759273291,0.903727710
25300,0.759237766,0.908026993
25350,0.762649357,0.907082677
25400,0.755012453,0.903888285
25450,0.752817273,0.905218899
25500,0.751796424,0.901860774
25550,0.750900686,0.904006302
25600,0.751141548,0.903980672
25650,0.750707626,0.904654205
25700,0.750429034,0.904909849
25750,0.760777831,0.939549804
25800,0.755285203,0.905357182
25850,0.752262771,0.902698696
25900,0.750411987,0.904405773
25950,0.750206888,0.905884027
26000,0.749796093,0.906198740
26050,0.749825954,0.905716181
26100,0.749594629,0.906733990
26150,0.753054798,0.905539811
26200,0.749871790,0.907860100
26250,0.750651598,0.905604422
26300,0.752173245,0.911154211
26350,0.752918959,0.905789018
26400,0.749777138,0.909429967
26450,0.750248969,0.906823099
26500,0.751441181,0.915088475
26550,0.749168634,0.911883295
26600,0.759020329,0.961982071
26650,0.748721302,0.909084499
26700,0.760795891,0.936061502
26750,0.754402459,0.913271308
26800,0.753476441,0.907571793
26850,0.751509964,0.909884214
26900,0.753227532,0.917545021
26950,0.752617538,0.911011159
27000,0.760006845,0.903520405
27050,0.761021674,0.920402706
27100,0.749266326,0.912807465
27150,0.748740554,0.911122084
27200,0.748635769,0.910196841
27250,0.749611020,0.922732592
27300,0.748069525,0.912085593
27350,0.750743568,0.911902130
27400,0.748451889,0.913138807
27450,0.748377442,0.911975980
27500,0.747790694,0.913336873
27550,0.747668386,0.912668288
27600,0.749883592,0.910917521
27650,0.749187350,0.914097786
27700,0.755402267,0.913106322
27750,0.753402889,0.912715852
27800,0.753776073,0.912955582
27850,0.751256406,0.915010810
27900,0.750282228,0.907749832
27950,0.747434139,0.916171610
28000,0.747200847,0.913596988
28050,0.747253120,0.915466547
28100,0.747028768,0.915024936
28150,0.747280717,0.913560450
28200,0.747521579,0.915028751
28250,0.748122096,0.913301826
28300,0.749080360,0.916964173
28350,0.750270963,0.916951716
28400,0.748701692,0.915339828
28450,0.749061644,0.913695693
28500,0.749385417,0.915466845
28550,0.747962058,0.917202473
28600,0.748007834,0.914604604
28650,0.747892499,0.917991519
28700,0.749406040,0.915742815
28750,0.746502519,0.919732988
28800,0.746451080,0.916862249
28850,0.750939012,0.917502701
28900,0.758827090,0.921806037
28950,0.771603346,0.918602288
29000,0.749805391,0.927576661
29050,0.750846088,0.918271661
29100,0.751813710,0.918798029
29150,0.748789549,0.923469603
29200,0.746164560,0.918377817
29250,0.746004641,0.920645654
29300,0.745859623,0.917909622
29350,0.745563924,0.921208322
29400,0.745770514,0.918540776
29450,0.747591436,0.921871305
29500,0.749762654,0.917096496
29550,0.750379205,0.920917153
29600,0.750273824,0.918274403
29650,0.751421809,0.929452717
29700,0.753269494,0.920739055
29750,0.755271494,0.927302718
29800,0.749265373,0.929931760
29850,0.762816548,0.950468183
29900,0.745243371,0.923209310
29950,0.744956255,0.922969341
30000,0.745180905,0.921960413
30050,0.744673073,0.923167586
30100,0.745348811,0.920213282
30150,0.748338461,0.924220562
30200,0.747593105,0.921389461
30250,0.747827947,0.924659252
30300,0.746665597,0.927422285
30350,0.755453646,0.913999796
30400,0.744508386,0.924650967
30450,0.744415998,0.923909187
30500,0.744863033,0.924181819
30550,0.744739354,0.926243365
30600,0.744490504,0.926310122
30650,0.745290160,0.923206508
30700,0.744838178,0.928536832
30750,0.758560836,0.952601254
30800,0.747491300,0.931711078
30850,0.756734490,0.924211085
30900,0.747195184,0.932028830
30950,0.750631511,0.922744215
31000,0.749222517,0.936095595
31050,0.751263738,0.927854002
31100,0.747361422,0.929713130
31150,0.748706758,0.926769078
31200,0.750141382,0.926653504
31250,0.767771959,0.933441222
31300,0.744705558,0.934251368
31350,0.744226873,0.934926808
31400,0.743503392,0.928850710
31450,0.743492723,0.927840412
31500,0.743697703,0.929507077
31550,0.744612038,0.926806688
31600,0.746552587,0.930989206
31650,0.747986495,0.929843962
31700,0.752404511,0.951307654
31750,0.743116140,0.931270540
31800,0.743563533,0.932930112
31850,0.743335366,0.929335654
31900,0.783557713,0.952879965
31950,0.743109167,0.932049751
32000,0.743613005,0.931462407
32050,0.743462205,0.930704117
32100,0.743085146,0.931431770
32150,0.744262278,0.928503156
32200,0.742870390,0.933397353
32250,0.743005097,0.930956066
32300,0.747627795,0.934158444
32350,0.745999277,0.933476210
32400,0.746461987,0.931170642
32450,0.755775213,0.933204055
32500,0.744320571,0.943875670
32550,0.742567003,0.932577133
32600,0.742742360,0.933289468
32650,0.744567931,0.931013227
32700,0.744940817,0.933184683
32750,0.749225140,0.929657817
32800,0.742708623,0.934580803
32850,0.743530512,0.929623783
32900,0.744699240,0.930820227
32950,0.743720591,0.934630454
33000,0.744521677,0.930959225
33050,0.747896016,0.956018209
33100,0.763589263,0.963825226
33150,0.742036819,0.935307980
33200,0.741850138,0.935358763
33250,0.742272317,0.932681441
33300,0.743819892,0.932395160
33350,0.745808065,0.934394836
33400,0.758038878,0.932479739
33450,0.756797254,0.938849509
33500,0.753103971,0.948398352
33550,0.747871459,0.942980647
33600,0.747477412,0.934160709
33650,0.741790831,0.938797534
33700,0.741957128,0.937512398
33750,0.743392885,0.934702694
33800,0.750331581,0.937746525
33850,0.762134552,0.946543753
33900,0.741734982,0.937514782
33950,0.741124213,0.938978612
34000,0.741630495,0.937776804
34050,0.741663396,0.937238753
34100,0.745246828,0.933678567
34150,0.745862305,0.946999788
34200,0.752497017,0.943507135
34250,0.745488763,0.950296760
34300,0.762275100,0.978477776
34350,0.742493629,0.940501213
34400,0.742606103,0.937244475
34450,0.746060908,0.935147405
34500,0.746378362,0.941041827
34550,0.752766192,0.951437712
34600,0.763350308,0.941803157
34650,0.741698861,0.939636409
34700,0.783306479,0.942113161
34750,0.740466833,0.940834224
34800,0.740813017,0.940223634
34850,0.741831005,0.943005621
34900,0.740731716,0.941345274
34950,0.741301894,0.942324698
35000,0.743036091,0.939642727
35050,0.741846621,0.945958495
35100,0.746672690,0.937148333
35150,0.762540221,0.954692423
35200,0.763346672,0.967481673
35250,0.740297258,0.943971992
35300,0.745903134,0.937168658
35350,0.740078390,0.944099605
35400,0.740150809,0.943594635
35450,0.740203798,0.940755427
35500,0.742438257,0.941783965
35550,0.745764136,0.938262522
35600,0.744624376,0.948032022
35650,0.742578804,0.939366519
35700,0.744745612,0.942010045
35750,0.777370334,0.995661199
35800,0.740302980,0.942629635
35850,0.740431845,0.944112539
35900,0.742034733,0.939194560
35950,0.757505417,0.947719455
36000,0.765490711,0.963050783
36050,0.739415407,0.945298374
36100,0.740392923,0.942811430
36150,0.742581189,0.942029893
36200,0.745703876,0.950538814
36250,0.769397616,1.059687734
36300,0.739672124,0.942258596
36350,0.740659773,0.944830656
36400,0.743346095,0.939714968
36450,0.753840506,0.966186464
36500,0.744117856,0.978981137
36550,0.739187717,0.945784926
36600,0.739685833,0.944977582
36650,0.742217064,0.943900645
36700,0.745354831,0.954575777
36750,0.748476446,0.951093674
36800,0.760209024,0.967795908
36850,0.738698065,0.947406352
36900,0.739345551,0.944130898
36950,0.740470648,0.943638027
37000,0.745235026,0.951641619
37050,0.748721957,0.950393558
37100,0.755984068,0.955963075
37150,0.758409977,0.981440604
37200,0.738642216,0.948536158
37250,0.738816202,0.947328806
37300,0.741131365,0.937480927
37350,0.742349505,0.951281607
37400,0.743901789,0.956613302
37450,0.738518357,0.949720621
37500,0.738566518,0.946088552
37550,0.759964406,0.980524659
37600,0.739328444,0.950647414
37650,0.739719510,0.946341753
37700,0.742820382,0.951447666
37750,0.755298972,0.987164378
37800,0.738497198,0.950131059
37850,0.739630818,0.950383902
37900,0.739141583,0.947707057
37950,0.738260925,0.951077104
38000,0.738490641,0.949443042
38050,0.742205143,0.943574846
38100,0.741913021,0.959576964
38150,0.739131451,0.953851283
38200,0.738252163,0.951541603
38250,0.738562346,0.948689044
38300,0.740844667,0.945361555
38350,0.757875383,0.957040608
38400,0.738002837,0.950969577
38450,0.738142014,0.948098600
38500,0.739799738,0.948117137
38550,0.749299288,0.956946611
38600,0.738272965,0.952599049
38650,0.737625003,0.952423275
38700,0.739082217,0.944496691
38750,0.750985444,0.959103942
38800,0.739380300,0.957659900
38850,0.747660518,0.952368796
38900,0.738161147,0.952838600
38950,0.737856209,0.948905826
39000,0.742504418,0.949582279
39050,0.785963356,0.989053071
39100,0.737255752,0.952247679
39150,0.739917457,0.948110998
39200,0.742488086,0.952246308
39250,0.737552464,0.954527795
39300,0.738448739,0.949502945
39350,0.741479695,0.949705482
39400,0.750969946,0.950617969
39450,0.738332868,0.957275927
39500,0.737058520,0.955138147
39550,0.737877250,0.952306747
39600,0.739807487,0.946166217
39650,0.743451536,0.951880693
39700,0.741370857,0.964575648
39750,0.784806132,0.970699191
39800,0.736872137,0.955974698
39850,0.737130225,0.952718616
39900,0.738163292,0.953535259
39950,0.751057923,0.965178788
40000,0.736509323,0.955407917
40050,0.737141967,0.952643812
40100,0.739429593,0.951460540
40150,0.751078010,0.972716272
40200,0.736388564,0.957295418
40250,0.740174592,0.974217296
40300,0.736746848,0.955851197
40350,0.738798320,0.952649772
40400,0.741106451,0.953790188
40450,0.745621860,0.972161829
40500,0.750747144,0.966321290
40550,0.736293852,0.958442867
40600,0.736892581,0.954300702
40650,0.741559863,0.955923140
40700,0.747080863,0.979360700
40750,0.736288488,0.959905863
40800,0.736950815,0.953805268
40850,0.740294635,0.956375837
40900,0.743966341,0.963099301
40950,0.737433851,0.969096303
41000,0.736240268,0.957180798
41050,0.740845501,0.957690299
41100,0.762954116,0.979382634
41150,0.738952935,0.961447001
41200,0.738758326,0.955618739
41250,0.744543135,0.966676712
41300,0.735945880,0.962147832
41350,0.736721992,0.952172339
41400,0.737446487,0.956732452
41450,0.739064813,0.955619574
41500,0.749777853,0.983505249
41550,0.735830963,0.961611629
41600,0.735841632,0.960868359
41650,0.735644937,0.961660206
41700,0.736654043,0.955635905
41750,0.739439070,0.960399091
41800,0.742671549,0.962999225
41850,0.753229439,0.962176859
41900,0.735780776,0.964883208
41950,0.736032069,0.964405060
42000,0.736656785,0.958436251
42050,0.740870178,0.969472349
42100,0.736428738,0.968293846
42150,0.735451043,0.961811125
42200,0.738492250,0.955587506
42250,0.745845437,0.970633686
42300,0.738461852,0.971948326
42350,0.770231843,1.006387830
42400,0.735609710,0.967277825
42450,0.738711417,0.958207607
42500,0.770548940,0.993551910
42550,0.735287070,0.966200352
42600,0.735867202,0.961117446
42650,0.737353504,0.965320945
42700,0.748948693,0.978198647
42750,0.735319018,0.968896568
42800,0.736078620,0.961768508
42850,0.744637430,0.957364976
42900,0.735206604,0.967350185
42950,0.736073434,0.967595518
43000,0.736682296,0.961749971
43050,0.742538214,0.969490707
43100,0.761586666,0.976586401
43150,0.734805644,0.969055176
43200,0.735547125,0.961700678
43250,0.738929331,0.966866195
43300,0.734809637,0.972198248
43350,0.735160053,0.963505149
43400,0.739376009,0.967561960
43450,0.759846032,0.978627920
43500,0.734730303,0.970994473
43550,0.736655116,0.966011286
43600,0.739801645,0.970743001
43650,0.771267295,0.973600924
43700,0.734444261,0.969853699
43750,0.735630095,0.965256214
43800,0.738013089,0.965593994
43850,0.742776990,0.972591817
43900,0.735516250,0.978175163
43950,0.734420836,0.969823360
44000,0.774675310,0.995717585
44050,0.734559715,0.972432971
44100,0.735758364,0.970014393
44150,0.736500740,0.966025531
44200,0.738333941,0.972544253
44250,0.744519472,0.972874880
44300,0.735087633,0.971528530
44350,0.736272037,0.968210876
44400,0.750742972,0.980190992
44450,0.734660685,0.976869702
44500,0.734710097,0.971739471
44550,0.737717986,0.965098202
44600,0.762970448,0.991338670
44650,0.734258950,0.973256826
44700,0.735052466,0.967317462
44750,0.745232701,0.978094161
44800,0.738225639,0.973693132
44850,0.740586460,0.979225755
44900,0.733713865,0.979368210
44950,0.734786451,0.976136863
45000,0.736544549,0.966271222
45050,0.739545465,0.987466276
45100,0.742572010,0.981271505
45150,0.735391259,0.984635293
45200,0.733915091,0.975862503
45250,0.735904276,0.968819439
45300,0.735611856,0.985380113
45350,0.739670396,0.972351491
45400,0.742937386,0.992188692
45450,0.776477993,1.008834362
45500,0.733760715,0.978782535
45550,0.739973247,1.022744060
45600,0.733571172,0.979706585
45650,0.734118760,0.977541625
45700,0.736352384,0.978564560
45750,0.760426223,1.001957774
45800,0.733351886,0.980935812
45850,0.735682607,0.975969017
45900,0.741266668,0.985172808
45950,0.733119071,0.983186722
46000,0.733812332,0.977925777
46050,0.736267388,0.975135922
46100,0.749377608,1.001757503
46150,0.734305620,0.980518162
46200,0.735098720,0.977648139
46250,0.737266481,0.978190601
46300,0.738088250,0.980346262
46350,0.765533209,1.010949016
46400,0.733343959,0.983379245
46450,0.735203505,0.977728486
46500,0.743106902,0.988524675
46550,0.733256221,0.986419201
46600,0.733889639,0.980527699
